TIMESTAMP_START,TIMESTAMP_END,TA_F_MDS,TA_F_MDS_QC,TA_ERA,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA,PA_ERA,PA_F,PA_F_QC,P,P_ERA,P_F,P_F_QC,WS,WS_ERA,WS_F,WS_F_QC,WD,USTAR,RH,PPFD_IN,PPFD_OUT,SW_OUT,LW_OUT,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_RANDUNC_METHOD,LE_RANDUNC_N,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_RANDUNC_METHOD,H_RANDUNC_N,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_RANDUNC_METHOD,NEE_VUT_REF_RANDUNC_METHOD,NEE_CUT_REF_RANDUNC_N,NEE_VUT_REF_RANDUNC_N,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_RANDUNC_METHOD,NEE_VUT_USTAR50_RANDUNC_METHOD,NEE_CUT_USTAR50_RANDUNC_N,NEE_VUT_USTAR50_RANDUNC_N,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N,z,hc,t,cab,lai
201712311630,201712311700,12.143,0,10.6,12.143,0,287.478,103.177,0,17.638,103.177,0,339.15,0,368.23,339.15,0,366.707,0,385.316,366.707,0,0.533,0,1.526,0.533,0,99.062,99.078,99.062,0,0,0,0,0,4.219,4.934,4.219,0,243.208,0.63417,96.2333,243.25,12.45,10.0133,375.723,410.44,0,11.473,10.966,10.601,10.53,10.553,10.805,11.147,0,0,0,0,0,0,0,22.368,19.933,20.198,21.944,23.219,20.248,0,0,0,0,0,0,4.04542,0,9.27812,-9999,-9999,-9999,-9999,7.45378,1,10,-9999,-35.3721,-9999,-9999,-9999,-9999,19.7396,1,10,-9999,-9999,-9999,0,-0.838471,-0.838471,0,0,0.716334,0.716334,1,1,9,9,0.716334,0.716334,-0.838471,-0.838471,0,0,0.716334,0.716334,1,1,9,9,0.716334,0.716334,-0.838471,-0.838471,1,1,1.06667e-16,1.06667e-16,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,-0.838471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80962,1.8016,1.80924,0.00413548,1.79366,1.80112,1.8022,1.80467,1.80944,1.80992,1.81346,1.80962,1.80272,1.81044,0.00468424,1.79366,1.8016,1.80245,1.80498,1.80962,1.81032,1.81382,2.64315,2.64007,2.64771,0.00413548,2.63214,2.63959,2.64067,2.64315,2.64791,2.64839,2.65193,2.64108,2.64119,2.64891,0.00468424,2.63214,2.64007,2.64092,2.64345,2.64809,2.64879,2.65229,2.07768,2.0864,2.16761,0.0391984,1.92444,1.9322,2.01766,2.06337,2.09724,2.59613,2.62266,2.0581,2.59613,2.17488,0.0414099,1.92432,1.92953,2.01669,2.06337,2.19339,2.6019,2.62288,4.25727,4.25866,4.33763,0.0522179,3.99773,4.00804,4.13679,4.18319,4.41507,4.89423,4.92828,4.18437,4.89423,4.34769,0.0551676,3.99773,4.00771,4.13628,4.18319,4.51168,4.91499,4.92828,-9999,-9999,15,8,2017-12-31T15:30:00Z,39.61472782206063,0.5812054580051943
201712311700,201712311730,12.41,0,10.451,12.41,0,181.799,99.903,0,11.216,99.903,0,295.587,0,368.23,295.587,0,352.317,0,385.316,352.317,0,0.865,0,1.267,0.865,0,99.053,99.108,99.053,0,0,0,0,0,3.455,4.718,3.455,0,247.736,0.495231,94,219.823,12.8,10.36,374.49,409.29,0,11.349,10.979,10.616,10.562,10.573,10.807,11.15,0,0,0,0,0,0,0,22.453,19.983,20.2,21.948,23.223,20.25,0,0,0,0,0,0,1.16625,0,7.15194,-9999,-9999,-9999,-9999,7.89757,1,7,-9999,-36.1203,-9999,-9999,-9999,-9999,21.2703,1,7,-9999,-9999,-9999,0,-1.11709,-1.11709,0,0,0.738157,0.738157,1,1,6,6,0.738157,0.738157,-1.11709,-1.11709,0,0,0.738157,0.738157,1,1,6,6,0.738157,0.738157,-1.11709,-1.11709,1,1,7.11112e-17,7.11112e-17,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,-1.11709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8225,1.81388,1.82209,0.00445638,1.80497,1.8131,1.81438,1.8172,1.8225,1.82291,1.82675,1.8225,1.81512,1.82345,0.00509469,1.80497,1.81347,1.81443,1.81774,1.8225,1.82353,1.82726,2.93429,2.93097,2.93918,0.00445638,2.92206,2.93019,2.93147,2.93429,2.93959,2.94,2.94384,2.93212,2.93221,2.94054,0.00509469,2.92206,2.93056,2.93152,2.93483,2.93959,2.94062,2.94435,2.12735,2.13565,2.21772,0.0401788,1.9682,1.97556,2.06569,2.11173,2.14388,2.65661,2.68382,2.10598,2.65661,2.22504,0.0424686,1.96814,1.97203,2.06478,2.11173,2.24576,2.66481,2.68382,4.15507,4.15649,4.23457,0.0515612,3.89925,3.90925,4.03579,4.08155,4.31088,4.7837,4.81719,4.08293,4.7837,4.24454,0.0544644,3.89925,3.90895,4.03528,4.08155,4.41596,4.804,4.81736,-9999,-9999,15,8,2017-12-31T16:00:00Z,39.614727496523024,0.5812054805336583
201712311730,201712311800,12.103,0,10.302,12.103,0,66.8641,26.813,0,4.23,26.813,0,294.987,0,368.23,294.987,0,363.439,0,385.316,363.439,0,1.276,0,1.009,1.276,0,99.148,99.138,99.148,0,0,0,0,0,3.963,4.503,3.963,0,257.199,0.480822,90.9667,73.4567,4.21667,2.17667,371.297,408.671,0,11.101,10.896,10.624,10.59,10.602,10.804,11.155,0,0,0,0,0,0,0,22.474,20.023,20.205,21.953,23.227,20.253,0,0,0,0,0,0,-2.45292,0,4.20372,-9999,-9999,-9999,-9999,5.61291,1,9,-9999,-49.0408,-9999,-9999,-9999,-9999,15.8688,1,9,-9999,-9999,-9999,0,0.241893,0.241893,0,0,0.660319,0.660319,1,1,8,8,0.660319,0.660319,0.241893,0.241893,0,0,0.660319,0.660319,1,1,8,8,0.660319,0.660319,0.241893,0.241893,1,1,4.44445e-18,4.44445e-18,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0.241893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80691,1.79941,1.80683,0.0041369,1.79158,1.79872,1.79982,1.8023,1.80691,1.80729,1.81104,1.80691,1.8005,1.808,0.00466805,1.79158,1.79898,1.79982,1.80279,1.80691,1.80786,1.8111,1.56041,1.55752,1.56494,0.0041369,1.54968,1.55683,1.55793,1.56041,1.56502,1.56539,1.56914,1.55853,1.55861,1.56611,0.00466806,1.54968,1.55709,1.55793,1.5608900000000001,1.56502,1.56596,1.5692,2.0703,2.07908,2.16017,0.039053,1.91794,1.92576,2.01053,2.05618,2.09031,2.58715,2.6135,2.05098,2.58715,2.16743,0.041253,1.91781,1.92321,2.00955,2.05618,2.18561,2.59255,2.61382,1.35693,1.35786,1.39337,0.0225048,1.25113,1.25417,1.30306,1.32252,1.42402,1.62702,1.64027,1.32456,1.62702,1.39812,0.0236682,1.25125,1.25403,1.30274,1.32252,1.56462,1.63179,1.64226,-9999,-9999,15,8,2017-12-31T16:30:00Z,39.614727357006906,0.5812054901887144
201712311800,201712311830,11.69,0,10.153,11.69,0,0.180757,0,0,0,0,0,296.397,0,368.23,296.397,0,358.247,0,385.316,358.247,0,1.663,0,0.75,1.663,0,99.234,99.169,99.234,0,0.1,0.256,0.1,0,3.692,4.288,3.692,0,265.111,0.501,87.9,8.28667,0,0,368.547,408.835,0,10.848,10.786,10.595,10.616,10.62,10.802,11.161,0,0,0,0,0,0,0,22.474,20.047,20.207,21.954,23.231,20.257,0,0,0,0,0,0,-5.37167,0,7.51377,-9999,-9999,-9999,-9999,5.12927,1,34,-9999,-73.5452,-9999,-9999,-9999,-9999,18.8329,1,37,-9999,-9999,-9999,0,1.97717,1.97717,0,0,0.537673,0.537673,1,1,22,22,0.537673,0.537673,1.97717,1.97717,0,0,0.537673,0.537673,1,1,22,22,0.537673,0.537673,1.97717,1.97717,1,1,7.11112e-17,7.11112e-17,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,1.97717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78603,1.77995,1.78634,0.00370458,1.77355,1.77938,1.78025,1.78229,1.78603,1.78634,1.78992,1.78603,1.78083,1.78726,0.00409501,1.77355,1.77957,1.78027,1.78268,1.78603,1.78681,1.78992,-0.194881,-0.197224,-0.190831,0.00370458,-0.203617,-0.197786,-0.19692,-0.194881,-0.191145,-0.190835,-0.187251,-0.196401,-0.19634,-0.189907,0.00409501,-0.203617,-0.197604,-0.196901,-0.194485,-0.191145,-0.19036,-0.187251,1.99504,2.00443,2.08418,0.0375747,1.85154,1.85994,1.93776,1.98422,2.01947,2.49545,2.52011,1.97837,2.49545,2.09136,0.039658,1.85131,1.85873,1.93669,1.98286,2.10626,2.49728,2.52139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T17:00:00Z,39.6147270314693,0.5812055127171784
201712311830,201712311900,11.58,0,10.004,11.58,0,0,0,0,0,0,0,291.157,0,368.23,291.157,0,350.98,0,385.316,350.98,0,3.069,0,0.491,3.069,0,99.306,99.199,99.306,0,0,0.256,0,0,3.948,4.073,3.948,0,272.44,0.551346,77.5067,0,0,0,365.907,408.552,0,10.585,10.636,10.539,10.634,10.634,10.8,11.166,0,0,0,0,0,0,0,22.459,20.06,20.213,21.957,23.237,20.258,0,0,0,0,0,0,-7.96125,0,2.55566,-9999,-9999,-9999,-9999,4.01194,2,906,-9999,-83.4665,-9999,-9999,-9999,-9999,20.2755,1,43,-9999,-9999,-9999,1,1.82456,1.82456,0,0,0.388389,0.388389,1,1,24,24,0.388389,0.388389,1.82456,1.82456,0,0,0.388389,0.388389,1,1,24,24,0.388389,0.388389,1.82456,1.82456,1,1,1.06667e-16,1.06667e-16,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,1.82456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78019,1.77464,1.78071,0.00360712,1.76861,1.7741,1.77475,1.77678,1.78019,1.78052,1.78414,1.78019,1.77546,1.78157,0.00395906,1.76861,1.77411,1.77477,1.77716,1.78019,1.78104,1.78414,-0.0477774,-0.0499235,-0.0438515,0.00360712,-0.0559515,-0.0504553,-0.0498103,-0.0477774,-0.0443658,-0.0440446,-0.0404191,-0.0491447,-0.0490998,-0.0429916,0.00395906,-0.0559515,-0.0504537,-0.0497874,-0.0474045,-0.0443658,-0.0435249,-0.0404191,1.97529,1.98483,2.06422,0.037188,1.83408,1.84264,1.91866,1.96482,2.00085,2.47137,2.49558,1.9593,2.47137,2.07137,0.0392409,1.83384,1.84177,1.91756,1.9636,2.08543,2.47227,2.49711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T17:30:00Z,39.61472689195318,0.5812055223722344
201712311900,201712311930,10.84,0,9.855,10.84,0,0,0,0,0,0,0,301.573,0,321.747,301.573,0,345.606,0,331.707,345.606,0,2.807,0,0.232,2.807,0,99.401,99.229,99.401,0,0,0.006,0,0,2.654,3.858,2.654,0,265.22,0.341129,78.3967,0,0,0,362.163,409.378,0,10.329,10.459,10.467,10.638,10.65,10.803,11.172,0,0,0,0,0,0,0,22.444,20.067,20.213,21.962,23.242,20.258,0,0,0,0,0,0,-9.9025,0,9.74139,-9999,-9999,-9999,-9999,9.58214,1,41,-9999,-38.9242,-9999,-9999,-9999,-9999,19.6876,1,41,-9999,-9999,-9999,1,1.80091,1.80091,0,0,0.497739,0.497739,1,1,26,26,0.497739,0.497739,1.80091,1.80091,0,0,0.497739,0.497739,1,1,26,26,0.497739,0.497739,1.80091,1.80091,1,1,2.13334e-16,2.13334e-16,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,1.80091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74291,1.73969,1.74402,0.00283554,1.73625,1.73939,1.73981,1.74093,1.74291,1.74308,1.74631,1.74291,1.74016,1.74444,0.00294604,1.73625,1.73944,1.73982,1.74115,1.74291,1.74335,1.74631,-0.0599757,-0.0612184,-0.0568941,0.00283554,-0.0646646,-0.0615203,-0.061098,-0.0599757,-0.0580019,-0.0578297,-0.0545967,-0.0607752,-0.0607457,-0.0564675,0.00294604,-0.0646646,-0.0614659,-0.061085,-0.0597637,-0.0580019,-0.0575587,-0.0545967,1.84553,1.85601,1.93294,0.034662,1.71925,1.73008,1.79315,1.83731,1.88595,2.31301,2.33437,1.8339,2.31301,1.93994,0.0365191,1.71925,1.72983,1.79191,1.83703,1.9486,2.31301,2.33747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T18:00:00Z,39.61472656641558,0.5812055449006984
201712311930,201712312000,10.53,0,9.467,10.53,0,0,0,0,0,0,0,303.513,0,321.747,303.513,0,342.942,0,331.707,342.942,0,2.789,0,0.321,2.789,0,99.483,99.285,99.483,0,0,0,0,0,2.458,3.557,2.458,0,270.885,0.313338,78.0833,0,0,0,361.22,409.838,0,10.187,10.298,10.373,10.634,10.661,10.809,11.182,0,0,0,0,0,0,0,22.425,20.072,20.218,21.965,23.248,20.259,0,0,0,0,0,0,-9.6575,0,12.9939,-9999,-9999,-9999,-9999,8.14704,1,41,-9999,-43.1037,-9999,-9999,-9999,-9999,16.4325,1,39,-9999,-9999,-9999,1,1.95154,1.95154,0,0,0.495507,0.495507,1,1,27,27,0.495507,0.495507,1.95154,1.95154,0,0,0.495507,0.495507,1,1,27,27,0.495507,0.495507,1.95154,1.95154,1,1,7.11112e-17,7.11112e-17,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,1.95154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72704,1.7249,1.72847,0.00253304,1.72252,1.72467,1.7249,1.72573,1.72704,1.72717,1.73031,1.72704,1.72523,1.72872,0.00254399,1.72252,1.7247,1.72491,1.72588,1.72704,1.72739,1.73031,-0.225808,-0.226636,-0.223071,0.00253304,-0.229024,-0.226868,-0.226638,-0.225808,-0.224501,-0.224368,-0.221233,-0.226328,-0.226314,-0.222821,0.00254399,-0.229024,-0.226844,-0.226629,-0.225662,-0.224498,-0.224147,-0.221233,1.79279,1.80363,1.87951,0.0336426,1.67247,1.68451,1.74213,1.78554,1.84542,2.24857,2.26879,1.78286,2.24857,1.88643,0.0354218,1.67247,1.68419,1.74084,1.78554,1.89299,2.24857,2.27249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T18:30:00Z,39.61472642689946,0.5812055545557545
201712312000,201712312030,9.737,0,9.079,9.737,0,0,0,0,0,0,0,282.07,0,321.747,282.07,0,337.98,0,331.707,337.98,0,2.39,0,0.41,2.39,0,99.548,99.341,99.548,0,0,0,0,0,2.621,3.255,2.621,0,262.524,0.239104,80.2,0,0,0,356.413,410.803,0,9.938,10.158,10.275,10.607,10.67,10.816,11.18,0,0,0,0,0,0,0,22.402,20.072,20.223,21.968,23.253,20.261,0,0,0,0,0,0,-12.2213,0,3.72687,-9999,-9999,-9999,-9999,9.25738,1,37,-9999,-30.7514,-9999,-9999,-9999,-9999,17.4688,1,35,-9999,-9999,-9999,1,1.60271,1.60271,0,0,0.54914,0.54914,1,1,25,25,0.54914,0.54914,1.60271,1.60271,0,0,0.54914,0.54914,1,1,25,25,0.54914,0.54914,1.61155,1.60896,1,1,0.00429824,0.00351664,1.60271,1.60271,1.60271,1.60271,1.60271,1.60271,1.68161,1.60271,1.60271,1.60271,1.60271,1.60271,1.60271,1.68161,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.68686,1.68716,1.6889,0.00173752,1.68678,1.68684,1.68693,1.68711,1.68719,1.68725,1.68877,1.68686,1.68711,1.68872,0.0015081,1.68678,1.68683,1.6869,1.68704,1.68719,1.68725,1.68973,0.0843344,0.084446,0.0799497,0.00275757,0.0081197,0.0840731,0.0841511,0.0843121,0.0844771,0.0844893,0.0845723,0.0844007,0.0844007,0.0771696,0.00349833,0.0081197,0.0840671,0.0841229,0.0842875,0.0844456,0.0844805,0.084536,1.6622,1.67382,1.74697,0.0311371,1.55633,1.5712,1.61577,1.6579,1.74373,2.08879,2.10626,1.65632,2.08879,1.75371,0.0327283,1.55633,1.57074,1.61435,1.6579,1.75588,2.08879,2.11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T19:00:00Z,39.61472610136185,0.5812055770842186
201712312030,201712312100,9.43,0,8.691,9.43,0,0,0,0,0,0,0,278.023,0,321.747,278.023,0,335.247,0,331.707,335.247,0,2.406,0,0.498,2.406,0,99.601,99.398,99.601,0,0,0,0,0,2.862,2.954,2.862,0,259.176,0.333381,79.6467,0,0,0,355.057,410.905,0,9.692,9.986,10.172,10.582,10.674,10.811,11.183,0,0,0,0,0,0,0,22.382,20.07,20.223,21.969,23.258,20.263,0,0,0,0,0,0,-13.7737,0,2.66024,-9999,-9999,-9999,-9999,9.4706,1,36,-9999,-42.1565,-9999,-9999,-9999,-9999,17.4671,1,33,-9999,-9999,-9999,1,1.7346,1.7346,0,0,0.55649,0.55649,1,1,26,26,0.55649,0.55649,1.7346,1.7346,0,0,0.55649,0.55649,1,1,26,26,0.55649,0.55649,1.72437,1.72662,1,1,0.00497884,0.0045,1.62268,1.7346,1.7346,1.7346,1.7346,1.7346,1.7346,1.62268,1.7346,1.7346,1.7346,1.7346,1.7346,1.7346,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.67139,1.67254,1.67362,0.00144272,1.67107,1.67132,1.67152,1.67209,1.67267,1.67282,1.67396,1.67139,1.67236,1.67327,0.0011262,1.67087,1.67112,1.67139,1.67209,1.67267,1.67282,1.67397,-0.0625055,-0.062061,-0.0529986,0.00537582,-0.0635271,-0.0632772,-0.0629451,-0.0622618,-0.0619235,-0.0616978,0.0492203,-0.0622439,-0.0622439,-0.051094,0.00548989,-0.0635271,-0.0633156,-0.0630733,-0.0625055,-0.0619235,-0.0616978,0.0512925,1.6133,1.62519,1.69726,0.030206,1.51273,1.52859,1.56844,1.61006,1.70369,2.02888,2.04535,1.60886,2.02888,1.70392,0.0317288,1.51273,1.52808,1.56698,1.61006,1.71812,2.02888,2.05095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T19:30:00Z,39.614725961845735,0.5812055867392746
201712312100,201712312130,9.067,0,8.304,9.067,0,0,0,0,0,0,0,276.13,0,321.747,276.13,0,332.524,0,331.707,332.524,0,2.328,0,0.587,2.328,0,99.662,99.454,99.662,0,0,0.006,0,0,2.865,2.653,2.865,0,260.521,0.37017099999999997,79.82,0,0,0,353.277,412.306,0,9.482,9.817,10.059,10.548,10.678,10.825,11.188,0,0,0,0,0,0,0,22.365,20.067,20.223,21.972,23.265,20.267,0,0,0,0,0,0,-14.4587,0,2.13943,-9999,-9999,-9999,-9999,9.67887,1,35,-9999,-38.3905,-9999,-9999,-9999,-9999,17.1534,1,33,-9999,-9999,-9999,1,1.87888,1.87888,0,0,0.398223,0.398223,1,1,24,24,0.398223,0.398223,1.87888,1.87888,0,0,0.398223,0.398223,1,1,24,24,0.398223,0.398223,1.87888,1.87888,1,1,0,0,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,1.87888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65306,1.65521,1.65552,0.00111335,1.65194,1.65286,1.65306,1.65438,1.65544,1.65554,1.65783,1.65306,1.65487,1.65497,7.10824e-4,1.6516,1.65255,1.65306,1.65438,1.65544,1.65554,1.65783,-0.224504,-0.223668,-0.22336,0.00111335,-0.226942,-0.226016,-0.225823,-0.224504,-0.223436,-0.223343,-0.22105,-0.224013,-0.224013,-0.223906,7.10823e-4,-0.227282,-0.226327,-0.225823,-0.224504,-0.223436,-0.223343,-0.22105,1.55666,1.56883,1.63962,0.0291327,1.46215,1.47911,1.51361,1.55461,1.64395,1.95943,1.97476,1.55386,1.95943,1.6462,0.0305775,1.46215,1.47854,1.51211,1.55461,1.674,1.95943,1.98091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,15,8,2017-12-31T20:00:00Z,39.61472563630812,0.5812056092677387
